"","federal_subject","cases","recov","deaths","active","edit_date"
"829","Astrakhan Oblast",5,0,0,5,"10:27 4 April 2020"
"830","Sevastopol",5,0,0,5,"10:27 4 April 2020"
"831","Yaroslavl Oblast",5,1,0,4,"10:27 4 April 2020"
"832","Udmurtia",5,3,0,2,"10:27 4 April 2020"
"833","Mari El",4,0,0,4,"10:27 4 April 2020"
"834","Amur Oblast",4,0,0,4,"10:27 4 April 2020"
"835","Kursk Oblast",4,0,0,4,"10:27 4 April 2020"
"836","Novgorod Oblast",3,0,0,3,"10:27 4 April 2020"
"837","Jewish Autonomous Oblast",3,0,0,3,"10:27 4 April 2020"
"838","Khakassia",3,1,0,2,"10:27 4 April 2020"
"839","Tomsk Oblast",3,1,0,2,"10:27 4 April 2020"
"840","Vladimir Oblast",3,0,1,2,"10:27 4 April 2020"
"841","Kemerovo Oblast",3,2,0,1,"10:27 4 April 2020"
"842","Smolensk Oblast",2,0,0,2,"10:27 4 April 2020"
"843","Kurgan Oblast",2,1,0,1,"10:27 4 April 2020"
"844","Chuvashia",1,0,0,1,"10:27 4 April 2020"
"845","Ingushetia",1,0,0,1,"10:27 4 April 2020"
"846","Magadan Oblast",1,0,0,1,"10:27 4 April 2020"
"847","Zabaykalsky Krai",1,1,0,0,"10:27 4 April 2020"
"848","Ulyanovsk Oblast",1,1,0,0,"10:27 4 April 2020"
"849","Moscow",3893,198,29,3665,"17:49 5 April 2020"
"850","Moscow Oblast",305,33,2,270,"17:49 5 April 2020"
"851","Saint Petersburg",191,7,2,182,"17:49 5 April 2020"
"852","Komi Republic",59,1,2,56,"17:49 5 April 2020"
"853","Leningrad Oblast",57,1,0,56,"17:49 5 April 2020"
"854","Nizhny Novgorod Oblast",47,1,0,46,"17:49 5 April 2020"
"855","Sverdlovsk Oblast",40,13,0,27,"17:49 5 April 2020"
"856","Krasnodar Krai",39,4,0,35,"17:49 5 April 2020"
"857","Buryatia",35,0,0,35,"17:49 5 April 2020"
"858","Tula Oblast",29,3,0,26,"17:49 5 April 2020"
"859","Krasnoyarsk Krai",29,4,0,25,"17:49 5 April 2020"
"860","Chelyabinsk Oblast",27,2,0,25,"17:49 5 April 2020"
"861","Penza Oblast",27,1,1,25,"17:49 5 April 2020"
"862","Dagestan",25,0,0,25,"17:49 5 April 2020"
"863","Tatarstan",25,6,0,19,"17:49 5 April 2020"
"864","Ivanovo Oblast",23,1,0,22,"17:49 5 April 2020"
"865","Perm Krai",21,3,2,16,"17:49 5 April 2020"
"866","Republic of Crimea",20,3,0,17,"17:49 5 April 2020"
"867","Bryansk Oblast",19,0,0,19,"17:49 5 April 2020"
"868","Saratov Oblast",19,1,0,18,"17:49 5 April 2020"
"869","Khanty-Mansi Autonomous Okrug",19,2,0,17,"17:49 5 April 2020"
"870","Kaliningrad Oblast",19,5,0,12,"17:49 5 April 2020"
"871","Kirov Oblast",18,3,0,15,"17:49 5 April 2020"
"872","Lipetsk Oblast",18,4,0,14,"17:49 5 April 2020"
"873","Samara Oblast",17,8,0,9,"17:49 5 April 2020"
"874","Chechnya",15,0,1,14,"17:49 5 April 2020"
"875","Murmansk Oblast",15,1,0,14,"17:49 5 April 2020"
"876","Yakutia",15,4,0,11,"17:49 5 April 2020"
"877","Voronezh Oblast",14,4,0,10,"17:49 5 April 2020"
"878","Vologda Oblast",13,0,0,13,"17:49 5 April 2020"
"879","Yamalo-Nenets Autonomous Okrug",12,0,0,12,"17:49 5 April 2020"
"880","Orenburg Oblast",12,1,1,10,"17:49 5 April 2020"
"881","Ryazan Oblast",12,2,0,10,"17:49 5 April 2020"
"882","Khabarovsk Krai",11,0,0,11,"17:49 5 April 2020"
"883","Stavropol Krai",11,2,0,9,"17:49 5 April 2020"
"884","Novosibirsk Oblast",11,2,0,9,"17:49 5 April 2020"
"885","Tyumen Oblast",11,2,0,9,"17:49 5 April 2020"
"886","Omsk Oblast",10,0,0,10,"17:49 5 April 2020"
"887","Bashkortostan",10,5,0,5,"17:49 5 April 2020"
"888","Rostov Oblast",9,0,0,9,"17:49 5 April 2020"
"889","Pskov Oblast",9,3,2,4,"17:49 5 April 2020"
"890","Kabardino-Balkaria",8,0,0,8,"17:49 5 April 2020"
"891","Irkutsk Oblast",8,0,0,8,"17:49 5 April 2020"
"892","Kostroma Oblast",8,0,1,7,"17:49 5 April 2020"
"893","Volgograd Oblast",8,1,0,7,"17:49 5 April 2020"
"894","Arkhangelsk Oblast",8,3,0,5,"17:49 5 April 2020"
"895","Adygea",7,0,0,7,"17:49 5 April 2020"
"896","Kalmykia",7,0,0,7,"17:49 5 April 2020"
"897","Altai Krai",7,0,0,7,"17:49 5 April 2020"
"898","Belgorod Oblast",7,0,0,7,"17:49 5 April 2020"
"899","Tambov Oblast",7,2,0,5,"17:49 5 April 2020"
"900","Primorsky Krai",7,2,1,4,"17:49 5 April 2020"
"901","Oryol Oblast",6,0,0,6,"17:49 5 April 2020"
"902","Sakhalin Oblast",6,0,0,6,"17:49 5 April 2020"
"903","Kaluga Oblast",6,1,0,5,"17:49 5 April 2020"
"904","Yaroslavl Oblast",6,1,0,5,"17:49 5 April 2020"
"905","Tver Oblast",6,2,0,4,"17:49 5 April 2020"
"906","North Ossetia-Alania",5,0,0,5,"17:49 5 April 2020"
"907","Astrakhan Oblast",5,0,0,5,"17:49 5 April 2020"
"908","Sevastopol",5,0,0,5,"17:49 5 April 2020"
"909","Udmurtia",5,3,0,2,"17:49 5 April 2020"
"910","Mordovia",5,2,0,3,"17:49 5 April 2020"
"911","Mari El",4,0,0,4,"17:49 5 April 2020"
"912","Amur Oblast",4,0,0,4,"17:49 5 April 2020"
"913","Kursk Oblast",4,0,0,4,"17:49 5 April 2020"
"914","Novgorod Oblast",3,0,0,3,"17:49 5 April 2020"
"915","Jewish Autonomous Oblast",3,0,0,3,"17:49 5 April 2020"
"916","Khakassia",3,1,0,2,"17:49 5 April 2020"
"917","Tomsk Oblast",3,1,0,2,"17:49 5 April 2020"
"918","Vladimir Oblast",3,0,1,2,"17:49 5 April 2020"
"919","Kemerovo Oblast",3,2,0,1,"17:49 5 April 2020"
"920","Kamchatka Krai",2,0,0,2,"17:49 5 April 2020"
"921","Smolensk Oblast",2,0,0,2,"17:49 5 April 2020"
"922","Kurgan Oblast",2,1,0,1,"17:49 5 April 2020"
"923","Ingushetia",1,0,0,1,"17:49 5 April 2020"
"924","Magadan Oblast",1,0,0,1,"17:49 5 April 2020"
"925","Chuvashia",1,1,0,0,"17:49 5 April 2020"
"926","Zabaykalsky Krai",1,1,0,0,"17:49 5 April 2020"
"927","Ulyanovsk Oblast",1,1,0,0,"17:49 5 April 2020"
"928","Moscow",4484,206,29,4248,"16:22 6 April 2020"
"929","Moscow Oblast",387,34,3,350,"16:22 6 April 2020"
"930","Saint Petersburg",226,32,2,192,"16:22 6 April 2020"
"931","Komi Republic",90,1,3,86,"16:22 6 April 2020"
"932","Leningrad Oblast",62,1,0,61,"16:22 6 April 2020"
"933","Nizhny Novgorod Oblast",56,4,0,50,"16:22 6 April 2020"
"934","Krasnodar Krai",50,8,0,42,"16:22 6 April 2020"
"935","Sverdlovsk Oblast",44,13,0,31,"16:22 6 April 2020"
"936","Buryatia",43,0,1,42,"16:22 6 April 2020"
"937","Tatarstan",41,6,0,35,"16:22 6 April 2020"
"938","Tula Oblast",39,4,0,35,"16:22 6 April 2020"
"939","Ivanovo Oblast",33,1,0,32,"16:22 6 April 2020"
"940","Penza Oblast",32,1,1,30,"16:22 6 April 2020"
"941","Krasnoyarsk Krai",32,5,0,27,"16:22 6 April 2020"
"942","Chelyabinsk Oblast",31,2,0,29,"16:22 6 April 2020"
"943","Dagestan",30,4,0,26,"16:22 6 April 2020"
"944","Lipetsk Oblast",26,4,0,22,"16:22 6 April 2020"
"945","Bryansk Oblast",24,0,0,24,"16:22 6 April 2020"
"946","Vologda Oblast",23,0,0,23,"16:22 6 April 2020"
"947","Voronezh Oblast",23,4,0,19,"16:22 6 April 2020"
"948","Perm Krai",21,3,2,16,"16:22 6 April 2020"
"949","Republic of Crimea",21,6,0,15,"16:22 6 April 2020"
"950","Stavropol Krai",20,2,0,18,"16:22 6 April 2020"
"951","Saratov Oblast",19,1,0,18,"16:22 6 April 2020"
"952","Khanty-Mansi Autonomous Okrug",19,2,0,17,"16:22 6 April 2020"
"953","Kaliningrad Oblast",19,5,0,14,"16:22 6 April 2020"
"954","Kirov Oblast",18,3,0,15,"16:22 6 April 2020"
"955","Murmansk Oblast",18,1,0,17,"16:22 6 April 2020"
"956","Samara Oblast",17,9,0,8,"16:22 6 April 2020"
"957","Ryazan Oblast",17,2,0,15,"16:22 6 April 2020"
"958","Chechnya",16,0,1,15,"16:22 6 April 2020"
"959","Yakutia",15,4,0,11,"16:22 6 April 2020"
"960","Volgograd Oblast",15,1,0,14,"16:22 6 April 2020"
"961","Tambov Oblast",15,2,0,13,"16:22 6 April 2020"
"962","Orenburg Oblast",14,1,1,12,"16:22 6 April 2020"
"963","Arkhangelsk Oblast",14,3,0,11,"16:22 6 April 2020"
"964","Adygea",13,0,0,13,"16:22 6 April 2020"
"965","Mari El",13,0,0,13,"16:22 6 April 2020"
"966","Altai Krai",12,0,0,12,"16:22 6 April 2020"
"967","Yamalo-Nenets Autonomous Okrug",12,0,0,12,"16:22 6 April 2020"
"968","Khabarovsk Krai",11,0,0,11,"16:22 6 April 2020"
"969","Belgorod Oblast",11,0,0,11,"16:22 6 April 2020"
"970","Irkutsk Oblast",11,0,0,11,"16:22 6 April 2020"
"971","Novosibirsk Oblast",11,2,0,9,"16:22 6 April 2020"
"972","Tyumen Oblast",11,2,0,9,"16:22 6 April 2020"
"973","Omsk Oblast",10,0,0,10,"16:22 6 April 2020"
"974","Bashkortostan",10,5,0,5,"16:22 6 April 2020"
"975","Pskov Oblast",10,3,2,5,"16:22 6 April 2020"
"976","Rostov Oblast",9,0,0,9,"16:22 6 April 2020"
"977","Kostroma Oblast",9,0,1,8,"16:22 6 April 2020"
"978","Kabardino-Balkaria",8,0,0,8,"16:22 6 April 2020"
"979","North Ossetia-Alania",8,0,0,8,"16:22 6 April 2020"
"980","Tver Oblast",8,2,0,6,"16:22 6 April 2020"
"981","Kalmykia",7,0,0,7,"16:22 6 April 2020"
"982","Oryol Oblast",7,0,0,7,"16:22 6 April 2020"
"983","Kaluga Oblast",7,1,0,6,"16:22 6 April 2020"
"984","Primorsky Krai",7,2,1,4,"16:22 6 April 2020"
"985","Sakhalin Oblast",6,0,0,6,"16:22 6 April 2020"
"986","Yaroslavl Oblast",6,1,0,5,"16:22 6 April 2020"
"987","Mordovia",6,2,0,4,"16:22 6 April 2020"
"988","Astrakhan Oblast",5,0,0,5,"16:22 6 April 2020"
"989","Novgorod Oblast",5,0,0,5,"16:22 6 April 2020"
"990","Sevastopol",5,0,0,5,"16:22 6 April 2020"
"991","Khakassia",5,1,0,4,"16:22 6 April 2020"
"992","Vladimir Oblast",5,0,1,4,"16:22 6 April 2020"
"993","Kemerovo Oblast",5,2,0,3,"16:22 6 April 2020"
"994","Udmurtia",5,3,0,2,"16:22 6 April 2020"
"995","Amur Oblast",4,0,0,4,"16:22 6 April 2020"
"996","Kursk Oblast",4,0,0,4,"16:22 6 April 2020"
"997","Smolensk Oblast",3,0,0,3,"16:22 6 April 2020"
"998","Jewish Autonomous Oblast",3,0,0,3,"16:22 6 April 2020"
"999","Chuvashia",3,1,0,2,"16:22 6 April 2020"
"1000","Tomsk Oblast",3,1,0,2,"16:22 6 April 2020"
"1001","Republic of Karelia",2,0,0,2,"16:22 6 April 2020"
"1002","Kamchatka Krai",2,0,0,2,"16:22 6 April 2020"
"1003","Kurgan Oblast",2,1,0,1,"16:22 6 April 2020"
"1004","Ulyanovsk Oblast",2,1,0,1,"16:22 6 April 2020"
"1005","Ingushetia",1,0,0,1,"16:22 6 April 2020"
"1006","Magadan Oblast",1,0,0,1,"16:22 6 April 2020"
"1007","Zabaykalsky Krai",1,1,0,0,"16:22 6 April 2020"
"1008","Moscow",5181,222,31,4927,"17:49 7 April 2020"
"1009","Moscow Oblast",454,47,8,399,"17:49 7 April 2020"
"1010","Saint Petersburg",295,32,2,261,"17:49 7 April 2020"
"1011","Komi Republic",101,1,3,97,"17:49 7 April 2020"
"1012","Leningrad Oblast",62,1,0,61,"17:49 7 April 2020"
"1013","Krasnodar Krai",61,9,1,51,"17:49 7 April 2020"
"1014","Bryansk Oblast",56,0,0,56,"17:49 7 April 2020"
"1015","Nizhny Novgorod Oblast",56,8,0,46,"17:49 7 April 2020"
"1016","Penza Oblast",51,1,1,49,"17:49 7 April 2020"
"1017","Sverdlovsk Oblast",51,22,0,29,"17:49 7 April 2020"
"1018","Buryatia",50,0,1,49,"17:49 7 April 2020"
"1019","Tula Oblast",49,4,0,45,"17:49 7 April 2020"
"1020","Kaliningrad Oblast",48,8,0,40,"17:49 7 April 2020"
"1021","Ivanovo Oblast",47,1,0,46,"17:49 7 April 2020"
"1022","Dagestan",43,4,0,39,"17:49 7 April 2020"
"1023","Tatarstan",41,8,0,33,"17:49 7 April 2020"
"1024","Stavropol Krai",39,2,0,37,"17:49 7 April 2020"
"1025","Khanty-Mansi Autonomous Okrug",38,2,0,36,"17:49 7 April 2020"
"1026","Chelyabinsk Oblast",32,4,0,28,"17:49 7 April 2020"
"1027","Krasnoyarsk Krai",32,5,0,27,"17:49 7 April 2020"
"1028","Perm Krai",32,5,2,25,"17:49 7 April 2020"
"1029","Yamalo-Nenets Autonomous Okrug",30,0,0,30,"17:49 7 April 2020"
"1030","Volgograd Oblast",26,1,0,25,"17:49 7 April 2020"
"1031","Lipetsk Oblast",26,4,0,22,"17:49 7 April 2020"
"1032","Saratov Oblast",25,1,0,24,"17:49 7 April 2020"
"1033","Vologda Oblast",23,0,0,23,"17:49 7 April 2020"
"1034","Voronezh Oblast",23,9,0,14,"17:49 7 April 2020"
"1035","Republic of Crimea",22,6,0,16,"17:49 7 April 2020"
"1036","Kirov Oblast",20,7,0,13,"17:49 7 April 2020"
"1037","Murmansk Oblast",18,1,0,17,"17:49 7 April 2020"
"1038","Tyumen Oblast",18,2,0,16,"17:49 7 April 2020"
"1039","Rostov Oblast",17,0,0,17,"17:49 7 April 2020"
"1040","Ryazan Oblast",17,2,0,15,"17:49 7 April 2020"
"1041","Samara Oblast",17,9,0,8,"17:49 7 April 2020"
"1042","Chechnya",17,12,1,4,"17:49 7 April 2020"
"1043","Khabarovsk Krai",16,0,0,16,"17:49 7 April 2020"
"1044","Tambov Oblast",15,3,0,12,"17:49 7 April 2020"
"1045","Yakutia",15,7,0,8,"17:49 7 April 2020"
"1046","Omsk Oblast",14,0,0,14,"17:49 7 April 2020"
"1047","Irkutsk Oblast",14,0,1,13,"17:49 7 April 2020"
"1048","Belgorod Oblast",14,1,0,13,"17:49 7 April 2020"
"1049","Orenburg Oblast",14,1,1,12,"17:49 7 April 2020"
"1050","Arkhangelsk Oblast",14,3,0,11,"17:49 7 April 2020"
"1051","Pskov Oblast",14,3,2,9,"17:49 7 April 2020"
"1052","Adygea",13,0,0,13,"17:49 7 April 2020"
"1053","Kabardino-Balkaria",13,0,0,13,"17:49 7 April 2020"
"1054","Mari El",13,0,0,13,"17:49 7 April 2020"
"1055","Altai Krai",12,0,0,12,"17:49 7 April 2020"
"1056","Vladimir Oblast",12,0,1,11,"17:49 7 April 2020"
"1057","Bashkortostan",12,5,0,7,"17:49 7 April 2020"
"1058","Oryol Oblast",12,3,0,9,"17:49 7 April 2020"
"1059","Kalmykia",11,0,0,11,"17:49 7 April 2020"
"1060","Kaluga Oblast",11,1,0,10,"17:49 7 April 2020"
"1061","Yaroslavl Oblast",11,1,0,10,"17:49 7 April 2020"
"1062","Novosibirsk Oblast",11,2,0,9,"17:49 7 April 2020"
"1063","North Ossetia-Alania",9,0,0,9,"17:49 7 April 2020"
"1064","Kostroma Oblast",9,2,1,6,"17:49 7 April 2020"
"1065","Udmurtia",9,3,0,6,"17:49 7 April 2020"
"1066","Tver Oblast",8,2,0,6,"17:49 7 April 2020"
"1067","Primorsky Krai",8,2,2,4,"17:49 7 April 2020"
"1068","Ingushetia",7,0,0,7,"17:49 7 April 2020"
"1069","Mordovia",6,3,0,3,"17:49 7 April 2020"
"1070","Sakhalin Oblast",6,4,0,2,"17:49 7 April 2020"
"1071","Chuvashia",6,1,0,5,"17:49 7 April 2020"
"1072","Astrakhan Oblast",5,0,0,5,"17:49 7 April 2020"
"1073","Novgorod Oblast",5,0,0,5,"17:49 7 April 2020"
"1074","Sevastopol",5,0,0,5,"17:49 7 April 2020"
"1075","Khakassia",5,1,0,4,"17:49 7 April 2020"
"1076","Kemerovo Oblast",5,2,0,3,"17:49 7 April 2020"
"1077","Amur Oblast",4,0,0,4,"17:49 7 April 2020"
"1078","Kursk Oblast",4,0,0,4,"17:49 7 April 2020"
"1079","Ulyanovsk Oblast",4,1,0,3,"17:49 7 April 2020"
"1080","Karachay-Cherkessia",3,0,0,3,"17:49 7 April 2020"
"1081","Smolensk Oblast",3,0,0,3,"17:49 7 April 2020"
"1082","Jewish Autonomous Oblast",3,0,0,3,"17:49 7 April 2020"
"1083","Tomsk Oblast",3,1,0,2,"17:49 7 April 2020"
"1084","Republic of Karelia",2,0,0,2,"17:49 7 April 2020"
"1085","Kamchatka Krai",2,0,0,2,"17:49 7 April 2020"
"1086","Kurgan Oblast",2,1,0,1,"17:49 7 April 2020"
"1087","Magadan Oblast",1,0,0,1,"17:49 7 April 2020"
"1088","Zabaykalsky Krai",1,1,0,0,"17:49 7 April 2020"
"1089","Moscow",5841,270,31,5539,"16:45 8 April 2020"
"1090","Moscow Oblast",549,50,10,489,"16:45 8 April 2020"
"1091","Saint Petersburg",329,32,2,295,"16:45 8 April 2020"
"1092","Komi Republic",119,1,3,115,"16:45 8 April 2020"
"1093","Leningrad Oblast",94,2,0,92,"16:45 8 April 2020"
"1094","Krasnodar Krai",85,15,1,69,"16:45 8 April 2020"
"1095","Nizhny Novgorod Oblast",80,13,0,65,"16:45 8 April 2020"
"1096","Bryansk Oblast",57,0,0,57,"16:45 8 April 2020"
"1097","Sverdlovsk Oblast",56,25,0,31,"16:45 8 April 2020"
"1098","Tula Oblast",54,4,0,50,"16:45 8 April 2020"
"1099","Buryatia",54,9,1,44,"16:45 8 April 2020"
"1100","Penza Oblast",52,1,1,20,"16:45 8 April 2020"
"1101","Kaliningrad Oblast",49,9,0,40,"16:45 8 April 2020"
"1102","Ivanovo Oblast",47,1,0,46,"16:45 8 April 2020"
"1103","Dagestan",44,4,0,40,"16:45 8 April 2020"
"1104","Lipetsk Oblast",44,5,0,39,"16:45 8 April 2020"
"1105","Murmansk Oblast",43,2,0,41,"16:45 8 April 2020"
"1106","Yamalo-Nenets Autonomous Okrug",41,0,0,41,"16:45 8 April 2020"
"1107","Tatarstan",41,10,0,31,"16:45 8 April 2020"
"1108","Khanty-Mansi Autonomous Okrug",41,3,0,38,"16:45 8 April 2020"
"1109","Mari El",40,0,0,40,"16:45 8 April 2020"
"1110","Stavropol Krai",39,5,0,34,"16:45 8 April 2020"
"1111","Krasnoyarsk Krai",39,6,0,33,"16:45 8 April 2020"
"1112","Voronezh Oblast",33,9,0,24,"16:45 8 April 2020"
"1113","Chelyabinsk Oblast",32,4,0,28,"16:45 8 April 2020"
"1114","Perm Krai",32,6,2,24,"16:45 8 April 2020"
"1115","Ryazan Oblast",32,2,0,30,"16:45 8 April 2020"
"1116","Vologda Oblast",27,0,0,27,"16:45 8 April 2020"
"1117","Volgograd Oblast",26,2,0,24,"16:45 8 April 2020"
"1118","Saratov Oblast",26,1,0,25,"16:45 8 April 2020"
"1119","Ingushetia",25,0,0,25,"16:45 8 April 2020"
"1120","Khabarovsk Krai",24,0,1,23,"16:45 8 April 2020"
"1121","Kabardino-Balkaria",23,1,0,22,"16:45 8 April 2020"
"1122","Republic of Crimea",23,6,0,17,"16:45 8 April 2020"
"1123","Orenburg Oblast",22,1,1,20,"16:45 8 April 2020"
"1124","Chechnya",22,15,1,6,"16:45 8 April 2020"
"1125","Rostov Oblast",21,0,0,21,"16:45 8 April 2020"
"1126","Tambov Oblast",21,3,0,18,"16:45 8 April 2020"
"1127","Kirov Oblast",20,7,0,13,"16:45 8 April 2020"
"1128","Altai Krai",18,0,0,18,"16:45 8 April 2020"
"1129","Belgorod Oblast",18,1,0,17,"16:45 8 April 2020"
"1130","Tyumen Oblast",18,2,0,16,"16:45 8 April 2020"
"1131","Samara Oblast",18,9,0,9,"16:45 8 April 2020"
"1132","Bashkortostan",16,5,0,11,"16:45 8 April 2020"
"1133","Yakutia",16,7,0,9,"16:45 8 April 2020"
"1134","Omsk Oblast",15,0,0,15,"16:45 8 April 2020"
"1135","North Ossetia-Alania",15,0,1,14,"16:45 8 April 2020"
"1136","Chuvashia",15,1,0,14,"16:45 8 April 2020"
"1137","Kalmykia",15,2,0,13,"16:45 8 April 2020"
"1138","Primorsky Krai",15,2,2,11,"16:45 8 April 2020"
"1139","Vladimir Oblast",14,0,1,13,"16:45 8 April 2020"
"1140","Irkutsk Oblast",14,0,2,12,"16:45 8 April 2020"
"1141","Arkhangelsk Oblast",14,3,0,11,"16:45 8 April 2020"
"1142","Pskov Oblast",14,3,2,9,"16:45 8 April 2020"
"1143","Adygea",13,0,0,13,"16:45 8 April 2020"
"1144","Novosibirsk Oblast",13,2,0,11,"16:45 8 April 2020"
"1145","Mordovia",13,3,0,10,"16:45 8 April 2020"
"1146","Tver Oblast",12,2,0,10,"16:45 8 April 2020"
"1147","Oryol Oblast",12,3,0,9,"16:45 8 April 2020"
"1148","Kaluga Oblast",11,1,0,10,"16:45 8 April 2020"
"1149","Yaroslavl Oblast",11,1,0,10,"16:45 8 April 2020"
"1150","Sakhalin Oblast",11,4,0,7,"16:45 8 April 2020"
"1151","Kursk Oblast",10,0,0,10,"16:45 8 April 2020"
"1152","Kostroma Oblast",9,2,1,6,"16:45 8 April 2020"
"1153","Udmurtia",9,3,0,6,"16:45 8 April 2020"
"1154","Smolensk Oblast",7,0,0,7,"16:45 8 April 2020"
"1155","Kemerovo Oblast",7,2,0,5,"16:45 8 April 2020"
"1156","Jewish Autonomous Oblast",6,0,0,6,"16:45 8 April 2020"
"1157","Khakassia",6,1,0,5,"16:45 8 April 2020"
"1158","Karachay-Cherkessia",5,0,0,5,"16:45 8 April 2020"
"1159","Astrakhan Oblast",5,0,0,5,"16:45 8 April 2020"
"1160","Novgorod Oblast",5,0,0,5,"16:45 8 April 2020"
"1161","Sevastopol",5,2,0,3,"16:45 8 April 2020"
"1162","Amur Oblast",4,0,0,4,"16:45 8 April 2020"
"1163","Zabaykalsky Krai",4,1,0,3,"16:45 8 April 2020"
"1164","Tomsk Oblast",4,1,0,3,"16:45 8 April 2020"
"1165","Ulyanovsk Oblast",4,1,0,3,"16:45 8 April 2020"
"1166","Kurgan Oblast",3,1,0,2,"16:45 8 April 2020"
"1167","Republic of Karelia",2,0,0,2,"16:45 8 April 2020"
"1168","Kamchatka Krai",2,0,0,2,"16:45 8 April 2020"
"1169","Magadan Oblast",1,0,0,1,"16:45 8 April 2020"
"1170","Moscow",6698,313,38,6346,"14:20 9 April 2020"
"1171","Moscow Oblast",748,52,13,683,"14:20 9 April 2020"
"1172","Saint Petersburg",373,43,4,326,"14:20 9 April 2020"
"1173","Komi Republic",150,1,3,146,"14:20 9 April 2020"
"1174","Leningrad Oblast",112,3,0,109,"14:20 9 April 2020"
"1175","Krasnodar Krai",105,15,1,89,"14:20 9 April 2020"
"1176","Bryansk Oblast",97,3,0,94,"14:20 9 April 2020"
"1177","Nizhny Novgorod Oblast",87,13,0,72,"14:20 9 April 2020"
"1178","Tula Oblast",66,6,0,60,"14:20 9 April 2020"
"1179","Ivanovo Oblast",60,7,0,53,"14:20 9 April 2020"
"1180","Buryatia",60,9,1,50,"14:20 9 April 2020"
"1181","Sverdlovsk Oblast",59,25,0,34,"14:20 9 April 2020"
"1182","Dagestan",57,4,0,53,"14:20 9 April 2020"
"1183","Penza Oblast",52,1,1,50,"14:20 9 April 2020"
"1184","Kaliningrad Oblast",52,9,0,43,"14:20 9 April 2020"
"1185","Tatarstan",50,10,0,40,"14:20 9 April 2020"
"1186","Lipetsk Oblast",48,5,0,43,"14:20 9 April 2020"
"1187","Murmansk Oblast",44,5,0,39,"14:20 9 April 2020"
"1188","Stavropol Krai",42,6,0,36,"14:20 9 April 2020"
"1189","Yamalo-Nenets Autonomous Okrug",41,0,0,41,"14:20 9 April 2020"
"1190","Mari El",41,2,0,39,"14:20 9 April 2020"
"1191","Khanty-Mansi Autonomous Okrug",41,3,0,38,"14:20 9 April 2020"
"1192","Perm Krai",41,6,3,32,"14:20 9 April 2020"
"1193","Krasnoyarsk Krai",39,8,0,31,"14:20 9 April 2020"
"1194","Vladimir Oblast",38,0,1,37,"14:20 9 April 2020"
"1195","Vologda Oblast",35,0,0,35,"14:20 9 April 2020"
"1196","Chelyabinsk Oblast",34,6,0,28,"14:20 9 April 2020"
"1197","Voronezh Oblast",33,9,0,24,"14:20 9 April 2020"
"1198","Ryazan Oblast",32,3,0,29,"14:20 9 April 2020"
"1199","Saratov Oblast",30,1,0,29,"14:20 9 April 2020"
"1200","Kirov Oblast",28,8,0,20,"14:20 9 April 2020"
"1201","Volgograd Oblast",26,2,0,24,"14:20 9 April 2020"
"1202","Republic of Crimea",26,7,0,19,"14:20 9 April 2020"
"1203","Ingushetia",25,0,0,25,"14:20 9 April 2020"
"1204","Rostov Oblast",24,1,0,23,"14:20 9 April 2020"
"1205","Khabarovsk Krai",24,3,1,20,"14:20 9 April 2020"
"1206","Kabardino-Balkaria",23,1,0,22,"14:20 9 April 2020"
"1207","Kalmykia",23,5,0,18,"14:20 9 April 2020"
"1208","North Ossetia-Alania",22,0,1,21,"14:20 9 April 2020"
"1209","Orenburg Oblast",22,4,1,17,"14:20 9 April 2020"
"1210","Bashkortostan",22,5,0,17,"14:20 9 April 2020"
"1211","Chechnya",22,15,1,6,"14:20 9 April 2020"
"1212","Tambov Oblast",21,3,0,18,"14:20 9 April 2020"
"1213","Altai Krai",21,0,0,21,"14:20 9 April 2020"
"1214","Astrakhan Oblast",21,0,0,21,"14:20 9 April 2020"
"1215","Kursk Oblast",20,3,0,17,"14:20 9 April 2020"
"1216","Primorsky Krai",20,2,2,16,"14:20 9 April 2020"
"1217","Tver Oblast",19,2,0,17,"14:20 9 April 2020"
"1218","Tyumen Oblast",19,2,0,17,"14:20 9 April 2020"
"1219","Belgorod Oblast",18,1,0,17,"14:20 9 April 2020"
"1220","Novosibirsk Oblast",18,2,0,16,"14:20 9 April 2020"
"1221","Samara Oblast",18,10,0,8,"14:20 9 April 2020"
"1222","Chuvashia",17,1,0,16,"14:20 9 April 2020"
"1223","Irkutsk Oblast",17,0,2,15,"14:20 9 April 2020"
"1224","Mordovia",17,3,0,14,"14:20 9 April 2020"
"1225","Oryol Oblast",17,3,0,14,"14:20 9 April 2020"
"1226","Pskov Oblast",16,5,2,9,"14:20 9 April 2020"
"1227","Yakutia",16,8,0,8,"14:20 9 April 2020"
"1228","Omsk Oblast",15,0,0,15,"14:20 9 April 2020"
"1229","Arkhangelsk Oblast",14,3,0,11,"14:20 9 April 2020"
"1230","Adygea",13,2,0,11,"14:20 9 April 2020"
"1231","Yaroslavl Oblast",13,2,0,11,"14:20 9 April 2020"
"1232","Novgorod Oblast",12,1,0,10,"14:20 9 April 2020"
"1233","Kostroma Oblast",12,3,1,8,"14:20 9 April 2020"
"1234","Kaluga Oblast",11,1,0,10,"14:20 9 April 2020"
"1235","Smolensk Oblast",11,1,0,10,"14:20 9 April 2020"
"1236","Sakhalin Oblast",11,4,0,7,"14:20 9 April 2020"
